outlet_key,month_id,roster_decision_priority_score_0_100,roster_decision_priority_band,management_action_urgency,recommended_management_focus,executive_staffing_posture,external_context_regime,external_signal_confidence_score_0_100,management_priority_read,management_action_posture,external_context_read,staffing_risk_read,executive_summary_headline,executive_summary_detail,management_interpretation_summary,executive_boundary_note
MLT_OUTLET_002,2023-01,27.70236318050723,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,soft,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is soft; use it as cautionary context rather than as a direct staffing trigger.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is soft with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is soft; use it as cautionary context rather than as a direct staffing trigger. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-02,29.88750884037175,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-03,32.20272701296363,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-04,33.22086935971524,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-05,41.29749413775204,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Maintain selective intervention posture with close monitoring of team pressure.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Maintain selective intervention posture with close monitoring of team pressure. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-06,42.40907469317287,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-07,45.73123712794202,high,high,Near-term staffing review and management attention,Near-term staffing review and management attention,supportive,50.0,High deployment priority; review staffing deployment and operating pressure immediately.,Prioritize near-term staffing review and deployment discipline.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: immediate staffing attention required to stabilize coverage and deployment discipline.,"Priority band is high, so staffing coverage and deployment balance need immediate management attention. Recommended focus: Near-term staffing review and management attention. External context is supportive with confidence 50.0/100, but actionability remains anchored to internal operating proxies.","High deployment priority; review staffing deployment and operating pressure immediately. | Prioritize near-term staffing review and deployment discipline. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Near-term staffing review and management attention.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-08,43.80560749989467,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-09,36.15219737539647,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-10,40.4694195417297,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-11,33.767667150310686,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2023-12,37.2117325516188,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-01,35.348758132958224,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-02,33.32965248951871,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-03,37.13248970815983,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-04,36.90149514870296,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-05,39.16807536950176,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-06,40.37809960740895,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-07,43.81134849999068,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is supportive with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.","Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-08,56.02128411829892,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,High deployment priority; review staffing deployment and operating pressure immediately.,Stabilize coverage first before expansion-oriented actions.,"External context is supportive, but deployment action should still follow internal operating evidence.",Staffing risk is elevated due to coverage pressure and/or burnout exposure.,MLT_OUTLET_002: immediate staffing attention required to stabilize coverage and deployment discipline.,"Priority band is high, so staffing coverage and deployment balance need immediate management attention. Recommended focus: Coverage stabilization and deployment rebalancing. External context is supportive with confidence 50.0/100, but actionability remains anchored to internal operating proxies.","High deployment priority; review staffing deployment and operating pressure immediately. | Stabilize coverage first before expansion-oriented actions. | External context is supportive, but deployment action should still follow internal operating evidence. | Staffing risk is elevated due to coverage pressure and/or burnout exposure. | Focus: Coverage stabilization and deployment rebalancing.","Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-09,46.95014741691408,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,High deployment priority; review staffing deployment and operating pressure immediately.,Stabilize coverage first before expansion-oriented actions.,External context is supportive and broadly aligned with internal operating signals.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: immediate staffing attention required to stabilize coverage and deployment discipline.,"Priority band is high, so staffing coverage and deployment balance need immediate management attention. Recommended focus: Coverage stabilization and deployment rebalancing. External context is supportive with confidence 50.0/100, but actionability remains anchored to internal operating proxies.",High deployment priority; review staffing deployment and operating pressure immediately. | Stabilize coverage first before expansion-oriented actions. | External context is supportive and broadly aligned with internal operating signals. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Coverage stabilization and deployment rebalancing.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-10,38.781457006786624,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Use targeted staffing adjustment rather than broad deployment changes.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is neutral with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Use targeted staffing adjustment rather than broad deployment changes. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-11,31.2878372014388,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is neutral; rely mainly on internal operating signals for deployment decisions.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is neutral with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is neutral; rely mainly on internal operating signals for deployment decisions. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2024-12,38.97239196126749,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,soft,50.0,Moderate deployment priority; monitor pressure and adjust staffing discipline selectively.,Maintain selective intervention posture with close monitoring of team pressure.,External context is soft; use it as cautionary context rather than as a direct staffing trigger.,Staffing risk is watchlist-level; adjust selectively and monitor execution stability.,MLT_OUTLET_002: selective staffing adjustment is appropriate without broad deployment expansion.,"Priority band is medium, so targeted staffing adjustment is more appropriate than structural overreaction. Recommended focus: Targeted deployment adjustment and monitoring. External context is soft with confidence 50.0/100, and should be used as contextual framing rather than direct demand truth.",Moderate deployment priority; monitor pressure and adjust staffing discipline selectively. | Maintain selective intervention posture with close monitoring of team pressure. | External context is soft; use it as cautionary context rather than as a direct staffing trigger. | Staffing risk is watchlist-level; adjust selectively and monitor execution stability. | Focus: Targeted deployment adjustment and monitoring.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2025-01,28.90815155850464,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,soft,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is soft; use it as cautionary context rather than as a direct staffing trigger.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is soft with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is soft; use it as cautionary context rather than as a direct staffing trigger. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2025-02,30.64251179334488,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,soft,50.0,Low deployment priority; maintain current deployment stance and monitor for drift.,Maintain current staffing posture and review only if internal signals deteriorate.,External context is soft; use it as cautionary context rather than as a direct staffing trigger.,Staffing risk appears manageable under the current monthly operating pattern.,MLT_OUTLET_002: maintain baseline staffing discipline and continue monthly monitoring.,"Priority band is low, so baseline staffing discipline remains appropriate. Recommended focus: Maintain baseline staffing discipline. External context is soft with confidence 50.0/100; continue monitoring without forcing unnecessary deployment change.",Low deployment priority; maintain current deployment stance and monitor for drift. | Maintain current staffing posture and review only if internal signals deteriorate. | External context is soft; use it as cautionary context rather than as a direct staffing trigger. | Staffing risk appears manageable under the current monthly operating pattern. | Focus: Maintain baseline staffing discipline.,"Monthly executive staffing summary only; external proxies function as contextual regime and market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
