therapist_consistency_id,therapist_id,therapist_name,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,therapist_role,employment_type,active_flag,hours_available,hours_sold,utilization_percent,revenue_eur,yield_eur_per_sold_hour,revpath_proxy_eur_per_available_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_impact_rate_percent,complaint_rate_percent,service_recovery_rate_percent,schedule_adherence_percent,attendance_reliability_percent,performance_level_score,utilization_stability_score,yield_stability_score,guest_quality_stability_score,commercial_consistency_score,attendance_consistency_score,variance_penalty_score,market_fairness_modifier_score,therapist_consistency_score_0_100,therapist_consistency_band,consistency_primary_gap,consistency_secondary_gap,consistency_variance_flag,coach_priority_flag,burnout_risk_flag,score_confidence_level,observed_weeks_count,observed_months_count,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status,month_id,avg_schedule_stability_score_0_100,avg_workload_density_ratio,productive_utilization_ratio,idle_hour_ratio,overtime_hour_ratio,coverage_gap_day_ratio,burnout_exposure_day_ratio,burnout_risk_score_0_100,burnout_band,integrity_band,coaching_priority_band,managerial_story,therapist_name_perf,upsell_score_0_100,total_commercial_score_0_100,bonus_reward_eligibility_flag,commercial_reward_reason,top3_therapist_flag,bottom3_therapist_flag,refresh_training_required_flag,refresh_training_reason,coaching_action_recommendation
TCS_00309,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2024-09-01,2024-09-30,12,therapist,full_time,yes,158.49,95.91,60.51,6620.67,69.03,41.77,72.48,50.97,22.34,11.66,4.57,2.6,19.59,80.45,88.81,56.3355,97.33,91.49,94.8,36.655,84.63,4.991999999999992,0,72.88,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-09,62.2147,0.930862,0.9308622923612224,0.0566929246656999,0.0516495742957057,1.0,1.0,53.756604627450976,guarded,healthy,watchlist,therapist performance pattern is stable with manageable coaching need,Therapist C,50.36535235326548,60.496943794296016,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00310,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2024-10-01,2024-10-31,12,therapist,full_time,yes,150.18,103.44,68.88,7355.62,71.11,48.98,74.67,40.27,27.88,14.06,3.45,3.65,31.13,83.99,91.45,59.219,88.96000000000001,89.41,92.7,34.075,87.72,9.381999999999998,0,71.44,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-10,88.3867,0.772921,0.7729214472998933,0.1862044076486821,0.0,0.0,0.0,27.579972470588235,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,70.32090354160115,70.82449694788065,1,"Therapist met upsell, retail, and service-quality guardrail threshold for bonus reward.",1,0,0,No immediate refresh training trigger under current modeled threshold.,protect and reward top performer; consider peer-sharing or role-model coaching contribution
TCS_00311,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2024-11-01,2024-11-30,12,therapist,full_time,yes,153.88,97.12,63.11,6608.04,68.04,42.94,71.44,43.72,24.17,11.59,2.76,3.21,26.26,85.91,95.1,56.086000000000006,94.73,92.48,93.58,33.945,90.505,5.758000000000004,0,72.89,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-11,85.1275,0.794111,0.7941108893436893,0.1688290790208566,0.0,0.0,0.0,28.469664705882355,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,62.11325380478924,66.96278959263408,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00312,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2024-12-01,2024-12-31,12,therapist,full_time,yes,159.76,92.05,57.62,6005.34,65.24,37.59,68.5,40.55,16.51,8.88,4.65,3.07,27.63,89.61,92.42,51.55999999999999,99.78,95.28,93.86,28.53,91.015,2.5899999999999994,0,72.68,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2024-12,67.3022,0.983104,0.983104066985646,0.0138546609286301,0.0360291245640861,1.0,1.0,49.207594823529405,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,47.156236480585775,58.64193006432218,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00313,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-01-01,2025-01-31,12,therapist,full_time,yes,142.97,97.59,68.26,6795.19,69.63,47.53,73.11,56.87,18.02,8.59,4.61,2.71,20.67,91.84,87.68,59.495000000000005,89.58,90.89,94.58,37.445,89.76,8.353999999999996,0,72.89,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-01,90.1279,0.702115,0.7021146175673264,0.2442661084933627,0.0,0.0,0.0,25.705004941176472,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,67.89402929630008,70.14221611296504,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00314,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-02-01,2025-02-28,12,therapist,full_time,yes,161.04,93.88,58.3,6138.81,65.39,38.12,68.66,38.88,20.55,8.97,4.98,2.89,21.89,94.38,87.38,52.206,99.54,95.13,94.22,29.715000000000003,90.88,2.71,0,72.96,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-02,93.6055,0.687096,0.6870955866477448,0.2565816677739388,0.0,0.0,0.0,24.934304705882354,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist C,58.14913693923133,64.81402531657724,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00315,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-03-01,2025-03-31,12,therapist,full_time,yes,147.28,91.1,61.85,6078.19,66.72,41.27,70.06,50.89,16.69,16.61,4.66,3.83,32.93,91.37,96.16,55.1365,95.99,93.8,92.34,33.79,93.765,4.8499999999999925,0,73.47,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-03,81.7437,0.801346,0.8013461912305809,0.1628961919696246,0.0,0.0,0.0,29.045956,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,60.15480128222892,66.1466407052259,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00316,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-04-01,2025-04-30,12,therapist,full_time,yes,149.89,93.95,62.68,6646.96,70.75,44.35,74.29,48.76,27.13,10.39,3.24,1.3,10.91,85.06,94.48,58.084,95.16,89.77000000000001,97.4,37.945,89.77000000000001,6.287999999999998,0,73.81,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-04,81.3225,0.842224,0.8422239733070134,0.1293764021982352,0.0,0.0,0.0,32.05833529411764,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,63.40142772179468,68.08528524698707,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00317,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-05-01,2025-05-31,12,therapist,full_time,yes,148.26,85.37,57.58,5824.8,68.23,39.29,71.64,48.27,15.85,13.1,5.84,2.55,20.54,95.66,90.91,53.6515,99.74,92.29,94.9,32.06,93.285,3.698000000000005,0,73.53,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-05,85.0276,0.817515,0.8175143618034921,0.1496382777734589,0.0,0.0,0.0,33.03233505882353,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,57.85872069163484,64.91079638039918,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00318,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-06-01,2025-06-30,12,therapist,full_time,yes,161.93,99.57,61.49,6828.51,68.58,42.17,72.01,38.06,19.54,8.71,4.98,1.86,16.98,88.98,91.44,54.1645,96.35,91.94,96.28,28.8,90.21,5.056000000000004,0,72.23,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-06,88.6933,0.828889,0.8288893365721924,0.1403107580273241,0.0,0.0,0.0,28.860074588235296,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,61.74552517881401,66.46353884834771,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00319,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-07-01,2025-07-31,12,therapist,full_time,yes,138.08,86.5,62.64,6080.09,70.29,44.03,73.8,56.16,18.05,13.41,4.15,2.27,17.88,93.99,84.66,57.657,95.2,90.23,95.46,37.105,89.32499999999999,6.282000000000003,0,73.39,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-07,48.3458,1.06,1.0967748479730588,0.0,0.0832334339431961,1.0,1.0,61.53903733333333,guarded,healthy,watchlist,schedule instability is weakening service consistency and operational reliability,Therapist C,49.83130098109828,60.43271553960406,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00320,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-08-01,2025-08-31,12,therapist,full_time,yes,138.52,81.75,59.02,5960.39,72.91,43.03,76.56,42.3,27.16,10.05,5.73,2.75,22.34,90.47,85.47,56.5945,98.82,87.61000000000001,94.5,34.73,87.97,5.977999999999998,0,72.7,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-08,56.3292,1.046466,1.0464669738863286,0.0,0.0602865168303445,1.0,1.0,57.56502933333333,guarded,healthy,watchlist,schedule instability is weakening service consistency and operational reliability,Therapist C,52.45743870990418,61.566591290447306,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00321,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-09-01,2025-09-30,12,therapist,full_time,yes,147.2,95.26,64.71,6509.12,68.33,44.22,71.75,51.28,24.99,11.29,5.7,1.04,8.72,95.02,84.53,58.00449999999999,93.13,92.19,97.92,38.135,89.775,6.079999999999997,0,73.96,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-09,84.0315,0.801007,0.8010070186915653,0.1631741925341427,0.0,0.0,0.0,30.763443529411767,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,62.400312887462405,67.60217208810433,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00322,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-10-01,2025-10-31,12,therapist,full_time,yes,152.18,93.69,61.57,6275.36,66.98,41.24,70.33,51.57,22.82,9.67,5.54,3.05,23.57,90.88,88.71,56.151,96.27,93.54,93.9,37.195,89.79499999999999,4.685999999999999,0,73.77,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-10,65.9153,0.933219,0.9332193827544164,0.0547601039595792,0.0599629835941851,1.0,1.0,52.50345811764706,guarded,healthy,watchlist,therapist performance pattern is stable with manageable coaching need,Therapist C,49.69527257885563,60.5288999183706,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00323,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-11-01,2025-11-30,12,therapist,full_time,yes,149.24,88.72,59.45,5781.88,65.17,38.74,68.43,44.77,16.96,14.34,4.7,3.38,25.35,82.38,84.32,52.8765,98.39,95.35,93.24,30.865,83.35,3.1800000000000024,0,71.84,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-11,81.5041,0.815515,0.8155153823739476,0.1512774476373097,0.0,0.0,0.0,29.40809623529412,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,55.88682810003241,63.06575545501784,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00324,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-12-01,2025-12-31,12,therapist,full_time,yes,146.25,96.2,65.78,6888.88,71.61,47.1,75.19,54.77,24.42,10.47,4.88,2.64,23.4,83.94,86.79,59.965,92.06,88.91,94.72,39.595,85.36500000000001,8.14,0,72.74,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2025-12,79.8802,0.924852,0.9248523793317606,0.0616210062940679,0.0,0.0,0.0,36.17559952941176,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist C,63.943180000328695,67.90174900018079,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,1,0,0,No immediate refresh training trigger under current modeled threshold.,protect top performer and consider peer-sharing or role-model coaching contribution
TCS_00325,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-01-01,2017-01-31,12,therapist,full_time,yes,139.27,66.53,47.77,3838.78,57.7,27.56,60.59,55.19,22.86,12.29,5.38,2.26,17.84,91.66,91.53,48.62200000000001,89.93,97.18,95.48,39.025,91.595,5.607999999999995,0,71.15,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-01,88.513,0.6,0.6000001803698122,0.3279996982775195,0.0,0.0,0.0,23.496087058823527,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist D,45.08987773235451,56.81693275279498,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00326,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-02-01,2017-02-28,12,therapist,full_time,yes,148.05,76.17,51.45,4168.02,54.72,28.15,57.46,48.31,17.2,16.06,2.58,2.76,22.65,87.7,93.7,46.98599999999999,93.61,94.2,94.48,32.755,90.7,5.428000000000004,0,69.86,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-02,90.2359,0.64048,0.6404796239694265,0.2948067430496517,0.0,0.0,0.0,26.241809647058822,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist D,42.091043523250455,54.58707393778775,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00327,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-03-01,2017-03-31,12,therapist,full_time,yes,149.4,90.46,60.55,5344.38,59.08,35.77,62.03,50.62,25.31,8.14,5.52,3.56,30.36,95.26,91.48,53.25999999999999,97.29,98.56,92.88,37.965,93.37,2.3719999999999968,0,74.63,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-03,87.7664,0.635242,0.6352421026611911,0.2991015850384714,0.0,0.0,0.0,24.914902588235293,guarded,healthy,stable,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",Therapist D,52.63888611253664,62.53488736189516,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00328,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-04-01,2017-04-30,12,therapist,full_time,yes,144.87,87.8,60.61,4956.31,56.45,34.21,59.27,49.59,23.57,16.56,4.93,4.24,36.51,83.38,90.07,51.945,97.23,95.93,91.52,36.58,86.725,3.583999999999996,0,72.26,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-04,93.7746,0.76118,0.7611801586861232,0.1958321544295267,0.0,0.0,0.0,26.65716564705882,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist D,48.18119676419603,59.01665822030782,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00329,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-05-01,2017-05-31,12,therapist,full_time,yes,160.52,96.27,59.97,5478.73,56.91,34.13,59.76,44.99,18.96,14.43,3.73,2.24,19.92,92.78,93.89,50.5005,97.87,96.39,95.52,31.975,93.335,2.744000000000004,0,73.02,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-05,73.0439,0.95365,0.9536498628020088,0.0380071237973007,0.0,1.0,1.0,44.34022219607843,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist D,41.18624186292503,55.51143302460877,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00330,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-06-01,2017-06-30,12,therapist,full_time,yes,149.87,77.99,52.04,4306.61,55.22,28.74,57.98,55.91,19.67,10.87,3.41,1.74,15.92,83.43,91.08,48.87799999999999,94.2,94.7,96.52,37.79,87.255,4.788000000000009,0,71.0,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-06,85.1662,0.763355,0.7633550428023028,0.194048849707531,0.0,0.0,0.0,29.74135011764705,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist D,41.25438329616626,54.63991081289144,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00331,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-07-01,2017-07-31,12,therapist,full_time,yes,143.41,81.01,56.49,4317.02,53.29,30.1,55.95,57.57,20.91,16.22,5.07,1.6,14.18,91.42,94.76,50.195,98.65,92.77,96.8,39.24,93.09,3.752,0,73.1,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-07,73.4623,0.966101,0.9661011895888614,0.0277970099511828,0.0285568437852046,1.0,1.0,48.47657890196077,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist D,33.641349325914376,51.3977421292529,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00332,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-08-01,2017-08-31,12,therapist,full_time,yes,144.38,85.95,59.53,5059.02,58.86,35.04,61.8,56.03,16.49,11.7,3.46,2.45,23.28,81.96,85.28,52.3145,98.31,98.34,95.1,36.26,83.62,1.8299999999999976,0,73.12,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-08,95.1677,0.829662,0.8296620345880745,0.1396771019755875,0.0,0.0,0.0,32.10133482352941,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist D,47.75731243474854,59.1705218391117,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00333,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,therapist,full_time,yes,151.65,86.25,56.87,4796.36,55.61,31.63,58.39,51.25,27.44,13.89,2.26,2.46,21.39,87.89,96.91,51.1715,99.03,95.09,95.08,39.345,92.4,2.843999999999998,0,73.76,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-09,84.0908,0.719851,0.7198507718052188,0.2297224974951682,0.0,0.0,0.0,26.84677458823529,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist D,45.95418897885861,58.46680393837224,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,0,Bottom-group therapist ranking; monitor closely and coach as needed.,maintain routine coaching cadence and monitor month-over-month movement
TCS_00334,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,therapist,full_time,yes,140.56,69.0,49.09,4023.39,58.31,28.62,61.23,44.01,18.97,11.87,5.87,2.32,21.38,81.35,94.64,47.037000000000006,91.25,97.79,95.36,31.49,87.995,4.8480000000000025,0,69.73,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-10,76.5909,0.888008,0.888008030681321,0.0918333533842838,0.0,0.0,0.0,33.70339788235294,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist D,41.58275100165862,54.24901305091225,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00335,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,therapist,full_time,yes,161.8,84.86,52.45,4524.74,53.32,27.97,55.99,40.89,24.86,9.45,3.04,1.52,14.03,83.27,88.62,46.88199999999999,94.61,92.8,96.96,32.875,85.945,5.340000000000002,0,69.33,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-11,94.8451,0.736863,0.7368628537241271,0.2157725836046757,0.0,0.0,0.0,25.95654094117647,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist D,40.77545862880033,53.62500224584018,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
TCS_00336,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,therapist,full_time,yes,158.64,84.86,53.49,4798.83,56.55,30.25,59.38,50.84,24.74,13.21,4.04,2.34,19.1,90.1,93.14,49.85099999999999,95.65,96.03,95.32,37.79,91.62,3.7959999999999976,0,72.49,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated,2017-12,83.107,0.95446,0.954459053639114,0.0373435793760883,0.0186247528259008,1.0,1.0,43.84424235294118,guarded,healthy,stable,therapist performance pattern is stable with manageable coaching need,Therapist D,37.80423525995754,53.41282939297665,0,Therapist did not yet meet full commercial reward threshold or quality guardrail threshold.,0,1,1,Bottom-group therapist ranking combined with weak commercial score; targeted refresh training required.,"run targeted refresh training on upsell behavior, guest recommendation quality, and service consistency"
