action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_03996,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.36748162507769,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",27,normal
MAQ_03997,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,21.24148162507769,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",28,normal
MAQ_03998,2022-04,2022-04-01 00:00:00,2022-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,20.8185880125788,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,29,normal
MAQ_03999,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.49448162507769,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",30,normal
MAQ_04000,2022-04,2022-04-01 00:00:00,2022-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,20.46847269285544,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,31,normal
MAQ_04001,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.31292112234016,maintain and monitor treatment line performance within current operating rhythm,32,normal
MAQ_04002,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.080481625077688,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",33,normal
MAQ_04003,2022-04,2022-04-01 00:00:00,2022-04-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.96345877881345,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,34,normal
MAQ_04004,2022-04,2022-04-01 00:00:00,2022-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.767523198561157,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,35,normal
MAQ_04005,2022-04,2022-04-01 00:00:00,2022-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.417407878837786,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,36,normal
MAQ_04006,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.305682045061022,maintain and monitor treatment line performance within current operating rhythm,37,normal
MAQ_04007,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.265182045061024,maintain and monitor treatment line performance within current operating rhythm,38,normal
MAQ_04008,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.251682045061024,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",39,normal
MAQ_04009,2022-04,2022-04-01 00:00:00,2022-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.067292559114417,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,40,normal
MAQ_04010,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,18.865933756862745,No immediate refresh training trigger under current modeled threshold.,41,normal
MAQ_04011,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.860182045061027,treatment line can support commercial push without materially raising team strain,42,normal
MAQ_04012,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.527182045061025,treatment line can support commercial push without materially raising team strain,43,normal
MAQ_04013,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.21748162507769,maintain and monitor treatment line performance within current operating rhythm,44,normal
MAQ_04014,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.86118204506102,treatment line can support commercial push without materially raising team strain,45,normal
MAQ_04015,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.797421122340168,treatment line can support commercial push without materially raising team strain,46,normal
MAQ_04016,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.689421122340164,treatment line can support commercial push without materially raising team strain,47,normal
MAQ_04017,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.531921122340165,treatment line can support commercial push without materially raising team strain,48,normal
MAQ_04018,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.49298162507769,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",49,normal
MAQ_04019,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.360921122340166,treatment line can support commercial push without materially raising team strain,50,normal
MAQ_04020,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,17.23542592941176,Bottom-group therapist ranking; monitor closely and coach as needed.,51,normal
MAQ_04021,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.826182045061024,treatment line can support commercial push without materially raising team strain,52,normal
MAQ_04022,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.568921122340164,treatment line can support commercial push without materially raising team strain,53,normal
MAQ_04023,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.555421122340164,treatment line can support commercial push without materially raising team strain,54,normal
MAQ_04024,2022-04,2022-04-01 00:00:00,2022-04-30 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,15.825486643005007,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,55,normal
MAQ_04025,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.247427905882352,No immediate refresh training trigger under current modeled threshold.,56,normal
MAQ_04026,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.209921122340166,treatment line can support commercial push without materially raising team strain,57,normal
MAQ_04027,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.098182045061025,treatment line can support commercial push without materially raising team strain,58,normal
MAQ_04028,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.74764583529412,Bottom-group therapist ranking; monitor closely and coach as needed.,59,normal
MAQ_04029,2022-04,2022-04-01 00:00:00,2022-04-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.620242089516296,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,60,normal
MAQ_04030,2022-04,2022-04-01 00:00:00,2022-04-30 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.424306509263996,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,61,normal
MAQ_04031,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.115406964705883,Bottom-group therapist ranking; monitor closely and coach as needed.,62,normal
MAQ_04032,2022-04,2022-04-01,2022-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,13.85092112234016,treatment line can support commercial push without materially raising team strain,63,normal
MAQ_04033,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,36.03521374801437,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,1,normal
MAQ_04034,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,35.96479619052045,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,2,normal
MAQ_04035,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,35.907782006957824,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,3,normal
MAQ_04036,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.84303493622752,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,4,normal
MAQ_04037,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.77261737873359,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,5,normal
MAQ_04038,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.715603195170964,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,6,normal
MAQ_04039,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.49291961650415,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,7,normal
MAQ_04040,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.42250205901023,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,8,normal
MAQ_04041,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,refresh_training,refresh_training,"run refresh training on retail recommendation, attach behavior, and guest-conversation conversion",recoverable_upside,neutral,33.3654878754476,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,9,normal
MAQ_04042,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,27.8497522822116,balanced commercial and operational conditions with manageable managerial control needs | Outlet commercial reward and training signals remain moderate under current modeled thresholds.,10,normal
MAQ_04043,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,27.60974644291595,balanced commercial and operational conditions with manageable managerial control needs | Outlet commercial reward and training signals remain moderate under current modeled thresholds.,11,normal
MAQ_04044,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,27.55922925176445,balanced commercial and operational conditions with manageable managerial control needs | Outlet commercial reward and training signals remain moderate under current modeled thresholds.,12,normal
MAQ_04045,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,25.257293475973405,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,13,normal
MAQ_04046,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,25.186875918479483,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,14,normal
MAQ_04047,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,watchlist_commercial_coaching,watchlist_commercial_coaching,run targeted commercial coaching on retail recommendation and attach-rate improvement,recoverable_upside,neutral,25.12986173491685,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,15,normal
MAQ_04048,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.49470610495098,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",16,normal
MAQ_04049,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.082909151188662,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",17,normal
MAQ_04050,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.3937896079778,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",18,normal
MAQ_04051,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.721409151188663,maintain and monitor treatment line performance within current operating rhythm,19,normal
MAQ_04052,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.47170610495098,maintain and monitor treatment line performance within current operating rhythm,20,normal
MAQ_04053,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.91407678667625,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,21,normal
MAQ_04054,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.84365922918233,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,22,normal
MAQ_04055,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,19.816289607977804,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",23,normal
MAQ_04056,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.7866450456197,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,24,normal
MAQ_04057,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.563961466952883,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,25,normal
MAQ_04058,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.493543909458964,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,26,normal
MAQ_04059,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.43652972589633,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,27,normal
MAQ_04060,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.213846147229518,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,28,normal
MAQ_04061,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.143428589735603,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,29,normal
MAQ_04062,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,19.086414406172963,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,30,normal
MAQ_04063,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.68290915118866,maintain and monitor treatment line performance within current operating rhythm,31,normal
MAQ_04064,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.5967896079778,maintain and monitor treatment line performance within current operating rhythm,32,normal
MAQ_04065,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.471409151188663,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",33,normal
MAQ_04066,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.433206104950976,treatment line can support commercial push without materially raising team strain,34,normal
MAQ_04067,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.33420610495098,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_04068,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.226206104950972,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_04069,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.101789607977803,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",37,normal
MAQ_04070,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.949409151188664,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_04071,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.94040915118866,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_04072,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,17.818289607977803,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",40,normal
MAQ_04073,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.335206104950977,treatment line can support commercial push without materially raising team strain,41,normal
MAQ_04074,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.254206104950974,treatment line can support commercial push without materially raising team strain,42,normal
MAQ_04075,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.06740915118866,treatment line can support commercial push without materially raising team strain,43,normal
MAQ_04076,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.8462896079778,treatment line can support commercial push without materially raising team strain,44,normal
MAQ_04077,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.8372896079778,treatment line can support commercial push without materially raising team strain,45,normal
MAQ_04078,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.768206104950977,treatment line can support commercial push without materially raising team strain,46,normal
MAQ_04079,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.6707896079778,treatment line can support commercial push without materially raising team strain,47,normal
MAQ_04080,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.608409151188663,treatment line can support commercial push without materially raising team strain,48,normal
MAQ_04081,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,16.311634211764705,Bottom-group therapist ranking; monitor closely and coach as needed.,49,normal
MAQ_04082,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.969745835294116,Bottom-group therapist ranking; monitor closely and coach as needed.,50,normal
MAQ_04083,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.61170610495098,treatment line can support commercial push without materially raising team strain,51,normal
MAQ_04084,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,15.572863623529411,Bottom-group therapist ranking; monitor closely and coach as needed.,52,normal
MAQ_04085,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.32140915118866,treatment line can support commercial push without materially raising team strain,53,normal
MAQ_04086,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.181289607977806,treatment line can support commercial push without materially raising team strain,54,normal
MAQ_04087,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.842206104950977,treatment line can support commercial push without materially raising team strain,55,normal
MAQ_04088,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.614997788235293,No immediate refresh training trigger under current modeled threshold.,56,normal
MAQ_04089,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_003,St Julians,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.570860097379086,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,57,normal
MAQ_04090,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_002,Sliema,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.500442539885182,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,58,normal
MAQ_04091,2022-05,2022-05-01 00:00:00,2022-05-31 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,maintain_monitor,maintain_monitor,maintain current commercial coaching cadence,recoverable_upside,neutral,14.443428356322544,Retail selling score below reward threshold; continue coaching and monitor conversion behavior.,59,normal
MAQ_04092,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_002,Sliema,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.2810576,No immediate refresh training trigger under current modeled threshold.,60,normal
MAQ_04093,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,therapist_coaching,routine_coaching,routine_coaching,maintain routine coaching cadence,protective,neutral,14.261618964705884,No immediate refresh training trigger under current modeled threshold.,61,normal
MAQ_04094,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.038289607977802,treatment line can support commercial push without materially raising team strain,62,normal
MAQ_04095,2022-05,2022-05-01,2022-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,13.984909151188663,treatment line can support commercial push without materially raising team strain,63,normal
MAQ_04096,2022-06,2022-06-01 00:00:00,2022-06-30 00:00:00,MLT_OUTLET_001,Valletta,staff_commercial,reward_recognition,reward_recognition,recognize retail-selling reward candidate and capture replicable selling behavior,upside,neutral,55.43160548315818,Retail selling score reached reward threshold under the modeled commercial framework.,1,high
