treatment_health_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,treatment_category,treatment_variant,session_duration_min,treatment_key,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,benchmark_methodology_status,launch_recommendation_flag,external_demand_proxy_index,external_stress_flag,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent,demand_strength_score,yield_quality_score,utilization_contribution_score,retention_quality_score,risk_penalty_score,market_fit_score,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_secondary_driver,treatment_health_risk_flag,treatment_health_action_hint,score_confidence_level,sample_size_observations,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
THS_00001,MLT_OUTLET_001,Valletta,Malta,monthly,2017-01-01,2017-01-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.883,yes,45,45,45.0,73.0,61.64,2672.1,36.6,59.38,59.38,50.78,17.87,10.4,10.75,4.2,1.16,10.73,100.0,59.38,61.64,42.5525,4.7170000000000005,78.4,71.19,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,45,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01157,MLT_OUTLET_002,Sliema,Malta,monthly,2017-08-01,2017-08-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.104,no,57,57,42.75,70.75,60.42,1812.03,25.61,42.39,31.79,51.4,18.98,11.74,7.54,2.13,3.16,25.75,100.0,42.39,60.42,43.294999999999995,3.533,26.200000000000003,60.84,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,57,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01158,MLT_OUTLET_002,Sliema,Malta,monthly,2017-08-01,2017-08-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.104,no,57,57,42.75,70.75,60.42,2779.89,39.29,65.03,48.77,42.33,21.45,13.56,6.85,4.32,2.92,25.64,100.0,65.03,60.42,37.11,3.935,96.4,73.67,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,57,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01159,MLT_OUTLET_002,Sliema,Malta,monthly,2017-08-01,2017-08-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.104,no,57,57,57.0,85.0,67.06,3560.79,41.89,62.47,62.47,45.04,17.75,11.6,6.22,2.89,1.87,15.95,100.0,62.47,67.06,38.2175,3.1069999999999998,90.1,73.74,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,57,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01160,MLT_OUTLET_002,Sliema,Malta,monthly,2017-08-01,2017-08-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.104,no,44,44,44.0,72.0,61.11,3486.12,48.42,79.23,79.23,46.05,19.48,13.87,7.91,4.16,1.07,8.17,100.0,79.23,61.11,39.40749999999999,3.8349999999999995,82.0,75.85,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,44,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01161,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.018,no,56,56,56.0,84.0,66.67,3335.36,39.71,59.56,59.56,41.59,26.16,15.59,10.71,4.16,2.71,24.78,100.0,59.56,66.67,37.7325,5.003,78.4,71.34,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,56,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01162,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.018,no,53,53,53.0,81.0,65.43,3469.38,42.83,65.46,65.46,49.88,22.46,14.09,7.11,3.54,3.66,34.02,100.0,65.46,65.43,43.025000000000006,3.9270000000000005,84.7,74.22,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01163,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.018,no,59,59,59.0,87.0,67.82,4602.0,52.9,78.0,78.0,41.77,19.18,13.46,10.01,4.83,3.37,28.68,100.0,78.0,67.82,36.1225,5.126,96.4,77.87,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,59,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01164,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.018,no,49,49,49.0,77.0,63.64,4834.34,62.78,98.66,98.66,53.17,17.98,12.16,6.69,2.76,1.74,14.28,100.0,98.66,63.64,44.372499999999995,3.183,89.2,82.68,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,49,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01165,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.018,no,21,21,26.25,54.25,48.39,1991.64,36.71,75.87,94.84,41.8,25.66,12.33,7.84,3.67,2.82,25.2,100.0,75.87,48.39,37.765,4.0169999999999995,91.0,73.56,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,21,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01166,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.018,no,53,53,53.0,81.0,65.43,2876.31,35.51,54.27,54.27,47.72,18.19,17.48,10.42,3.85,3.11,24.65,100.0,54.27,65.43,40.3375,4.903,51.4,67.03,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01167,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.018,no,53,53,39.75,67.75,58.67,1701.83,25.12,42.81,32.11,53.78,21.29,15.45,10.05,4.09,2.08,16.5,100.0,42.81,58.67,45.6575,4.658,26.200000000000003,60.91,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01168,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.018,no,53,53,39.75,67.75,58.67,2656.89,39.22,66.84,50.13,48.3,24.09,13.87,10.88,2.93,3.36,30.33,100.0,66.84,58.67,42.247499999999995,4.815,96.4,74.54,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01169,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.018,no,53,53,53.0,81.0,65.43,3139.19,38.76,59.23,59.23,55.55,23.81,16.71,10.99,4.26,1.31,10.77,100.0,59.23,65.43,47.614999999999995,4.837,90.1,74.04,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01170,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.018,no,40,40,40.0,68.0,58.82,3216.0,47.29,80.4,80.4,54.19,26.03,10.46,7.01,2.23,3.39,30.1,100.0,80.4,58.82,47.15,3.4499999999999997,82.0,76.99,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,40,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01171,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.97,no,53,53,53.0,81.0,65.43,3179.47,39.25,59.99,59.99,43.49,19.42,13.55,10.15,3.26,2.49,22.67,100.0,59.99,65.43,37.4725,4.521,78.4,71.22,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,53,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01172,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.97,no,50,50,50.0,78.0,64.1,3363.0,43.12,67.26,67.26,43.45,16.6,16.86,8.91,4.34,1.21,9.68,100.0,67.26,64.1,36.737500000000004,4.217,84.7,73.39,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,50,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01173,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.97,no,56,56,56.0,84.0,66.67,4314.24,51.36,77.04,77.04,45.36,16.14,11.71,8.05,4.63,2.62,21.61,100.0,77.04,66.67,38.05499999999999,4.328,96.4,77.8,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,56,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01174,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.97,no,47,47,47.0,75.0,62.67,4568.87,60.92,97.21,97.21,44.79,21.55,13.94,10.38,4.74,3.66,34.74,100.0,97.21,62.67,38.980000000000004,5.268000000000001,89.2,81.13,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01175,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.97,no,20,20,25.0,53.0,47.17,1834.6,34.62,73.38,91.73,40.15,16.11,13.15,9.63,3.13,2.37,17.86,100.0,73.38,47.17,34.14,4.3020000000000005,91.0,72.14,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,20,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01176,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.97,no,50,50,50.0,78.0,64.1,2806.5,35.98,56.13,56.13,45.42,18.01,12.66,7.47,3.68,1.65,14.14,100.0,56.13,64.1,38.567499999999995,3.675,51.4,67.05,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,50,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01177,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.97,no,50,50,37.5,65.5,57.25,1589.5,24.27,42.39,31.79,52.08,25.05,9.99,8.54,2.47,2.31,17.65,100.0,42.39,57.25,45.322500000000005,3.765,26.200000000000003,60.57,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,50,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01178,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.97,no,50,50,37.5,65.5,57.25,2500.5,38.18,66.68,50.01,49.31,27.09,13.94,7.32,3.58,2.63,21.86,100.0,66.68,57.25,43.755,3.7960000000000003,96.4,74.57,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,50,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01179,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.97,no,50,50,50.0,78.0,64.1,3153.0,40.42,63.06,63.06,55.2,21.19,16.46,9.89,2.86,3.3,26.03,100.0,63.06,64.1,46.697500000000005,4.485,90.1,74.6,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,50,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01180,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.97,no,38,38,38.0,66.0,57.58,3018.34,45.73,79.43,79.43,45.33,24.71,11.07,7.45,2.89,1.0,8.95,100.0,79.43,57.58,40.175000000000004,3.302,82.0,75.43,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,38,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01181,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.922,no,50,50,50.0,78.0,64.1,2926.0,37.51,58.52,58.52,46.84,21.71,9.4,6.52,2.71,3.72,33.21,100.0,58.52,64.1,40.557500000000005,3.513,78.4,71.2,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,50,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01182,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.922,no,48,48,48.0,76.0,63.16,3124.32,41.11,65.09,65.09,51.27,17.76,10.7,7.59,3.35,3.41,27.29,100.0,65.09,63.16,42.8925,3.9639999999999995,84.7,73.7,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,48,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01183,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.922,no,54,54,54.0,82.0,65.85,4069.44,49.63,75.36,75.36,46.15,24.2,9.18,10.36,3.99,3.06,25.93,100.0,75.36,65.85,40.662499999999994,4.917,96.4,77.62,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,54,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01184,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.922,no,45,45,45.0,73.0,61.64,4459.95,61.1,99.11,99.11,56.37,22.15,12.24,10.77,4.78,2.3,20.44,100.0,99.11,61.64,47.815,5.125,89.2,82.83,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,45,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01185,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.922,no,19,19,23.75,51.75,45.89,1823.81,35.24,76.79,95.99,54.67,27.75,16.92,7.03,4.75,1.78,13.76,100.0,76.79,45.89,47.94,3.8899999999999997,91.0,74.97,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,19,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01186,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.922,no,48,48,48.0,76.0,63.16,2586.72,34.04,53.89,53.89,54.48,26.79,14.61,7.46,3.84,1.02,8.0,100.0,53.89,63.16,47.5575,3.594,51.4,67.79,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,48,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01187,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.922,no,48,48,36.0,64.0,56.25,1514.88,23.67,42.08,31.56,40.78,20.18,10.61,7.82,3.5,2.81,23.7,100.0,42.08,56.25,35.63,3.958,26.200000000000003,58.75,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,48,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01188,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.922,no,48,48,36.0,64.0,56.25,2383.2,37.24,66.2,49.65,43.87,22.2,15.62,8.14,4.87,2.56,23.95,100.0,66.2,56.25,38.45249999999999,4.415000000000001,96.4,73.38,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,48,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01189,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.922,no,48,48,48.0,76.0,63.16,2909.28,38.28,60.61,60.61,50.96,19.46,10.44,8.32,2.27,2.52,21.62,100.0,60.61,63.16,43.085,3.681,90.1,73.33,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,48,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01190,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.922,no,36,36,36.0,64.0,56.25,2735.64,42.74,75.99,75.99,43.4,21.63,15.48,9.49,3.87,2.48,20.58,100.0,75.99,56.25,37.957499999999996,4.504,82.0,73.92,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,36,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01191,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.056,no,58,58,58.0,86.0,67.44,3431.28,39.9,59.16,59.16,52.09,16.9,13.15,9.05,4.82,3.49,26.87,100.0,59.16,67.44,43.292500000000004,4.859000000000001,78.4,72.28,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,58,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01192,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.056,no,55,55,55.0,83.0,66.27,3749.9,45.18,68.18,68.18,56.8,20.36,16.6,10.75,2.23,2.17,18.2,100.0,68.18,66.27,47.69,4.328,84.7,75.74,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,55,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01193,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.056,no,61,61,61.0,89.0,68.54,4679.31,52.58,76.71,76.71,50.68,18.24,12.11,9.87,2.1,1.97,16.66,100.0,76.71,68.54,42.57,3.985,96.4,78.81,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,61,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01194,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.056,no,51,51,51.0,79.0,64.56,4887.84,61.87,95.84,95.84,40.6,21.64,17.59,6.54,2.44,1.32,12.43,100.0,95.84,64.56,35.86,2.958,89.2,80.83,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,51,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01195,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.056,no,22,22,27.5,55.5,49.55,2090.0,37.66,76.0,95.0,54.88,17.28,13.54,9.19,3.94,2.95,25.6,100.0,76.0,49.55,45.480000000000004,4.529,91.0,74.99,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,22,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01196,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.056,no,55,55,55.0,83.0,66.27,3118.5,37.57,56.7,56.7,49.61,20.55,12.06,6.36,4.07,2.74,25.42,100.0,56.7,66.27,42.345,3.677,51.4,68.19,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,55,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01197,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.056,no,55,55,41.25,69.25,59.57,1785.85,25.79,43.29,32.47,41.84,16.74,9.46,10.12,3.21,2.06,16.88,100.0,43.29,59.57,35.565000000000005,4.411,26.200000000000003,59.59,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,55,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01198,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.056,no,55,55,41.25,69.25,59.57,2773.65,40.05,67.24,50.43,43.98,19.29,13.93,9.71,2.15,1.4,10.91,100.0,67.24,59.57,37.8075,3.838,96.4,74.17,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,55,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01199,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.056,no,55,55,55.0,83.0,66.27,3467.2,41.77,63.04,63.04,47.32,20.27,16.12,10.02,2.54,2.43,18.84,100.0,63.04,66.27,40.557500000000005,4.254,90.1,74.02,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,55,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01200,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.056,no,42,42,42.0,70.0,60.0,3344.88,47.78,79.64,79.64,46.76,21.97,12.09,7.98,2.79,1.68,13.92,100.0,79.64,60.0,40.5625,3.5669999999999997,82.0,75.96,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,42,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01201,MLT_OUTLET_002,Sliema,Malta,monthly,2018-01-01,2018-01-31,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.911,no,50,50,50.0,78.0,64.1,2894.0,37.1,57.88,57.88,40.79,23.84,15.97,9.86,2.51,3.28,27.83,100.0,57.88,64.1,36.5525,4.366999999999999,78.4,70.34,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,50,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_01202,MLT_OUTLET_002,Sliema,Malta,monthly,2018-01-01,2018-01-31,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.911,no,47,47,47.0,75.0,62.67,3033.38,40.45,64.54,64.54,44.43,26.84,9.94,9.69,4.1,3.75,34.59,100.0,64.54,62.67,40.0325,4.887,84.7,72.95,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,47,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
