treatment_health_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,treatment_category,treatment_variant,session_duration_min,treatment_key,pricing_position,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,benchmark_methodology_status,launch_recommendation_flag,external_demand_proxy_index,external_stress_flag,bookings_count,guest_count,sold_hours,hours_available,utilization_percent,revenue_eur,revpath_eur_per_available_hour,yield_eur_per_sold_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,service_recovery_rate_percent,demand_strength_score,yield_quality_score,utilization_contribution_score,retention_quality_score,risk_penalty_score,market_fit_score,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_secondary_driver,treatment_health_risk_flag,treatment_health_action_hint,score_confidence_level,sample_size_observations,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
THS_00001,MLT_OUTLET_001,Valletta,Malta,weekly,2026-01-05,2026-01-11,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.92,no,11,11,11.0,19.0,57.89,681.12,35.85,61.92,61.92,41.18,14.5,6.7,11.4,4.1,2.8,22.4,73.5,61.92,57.89,34.51,5.209999999999999,78.4,63.96,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00092,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-12,2026-01-18,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.88,yes,11,11,11.0,19.0,57.89,724.24,38.12,65.84,65.84,43.84,15.38,9.93,9.48,3.71,1.06,8.48,73.5,65.84,57.89,36.725,4.169,84.7,66.1,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00093,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-12,2026-01-18,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.88,yes,11,11,11.0,19.0,57.89,808.17,42.54,73.47,73.47,51.31,19.98,7.04,11.96,4.15,3.04,24.32,73.5,73.47,57.89,43.4775,5.441000000000001,96.4,70.31,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00094,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-12,2026-01-18,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.88,yes,11,11,11.0,19.0,57.89,1017.17,53.54,92.47,92.47,40.72,16.54,10.36,10.75,4.45,2.29,18.32,73.5,92.47,57.89,34.675,5.018000000000001,89.2,72.63,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00095,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-12,2026-01-18,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.88,yes,7,7,8.75,16.75,52.24,661.43,39.49,75.59,94.49,47.53,15.8,7.22,10.68,3.67,3.96,31.68,59.5,75.59,52.24,39.597500000000004,5.0969999999999995,91.0,65.48,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,7,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00096,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-12,2026-01-18,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.88,yes,11,11,11.0,19.0,57.89,603.13,31.74,54.83,54.83,43.25,14.77,16.76,9.38,3.28,1.56,12.48,73.5,54.83,57.89,36.13,4.11,51.4,59.37,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00097,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-12,2026-01-18,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.88,yes,11,11,8.25,16.25,50.77,350.79,21.59,42.52,31.89,39.41,18.37,17.63,10.5,3.78,3.95,31.6,73.5,42.52,50.77,34.15,5.074,26.200000000000003,51.72,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00098,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-12,2026-01-18,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.88,yes,11,11,8.25,16.25,50.77,581.46,35.78,70.48,52.86,48.31,26.87,12.68,11.67,3.48,1.51,12.08,73.5,70.48,50.77,42.95,4.8469999999999995,96.4,68.28,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00099,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-12,2026-01-18,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.88,yes,11,11,11.0,19.0,57.89,694.98,36.58,63.18,63.18,43.86,18.81,12.09,9.52,4.5,1.56,12.48,73.5,63.18,57.89,37.5975,4.518,90.1,66.22,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00100,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-12,2026-01-18,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.88,yes,11,11,11.0,19.0,57.89,860.75,45.3,78.25,78.25,47.98,14.47,11.77,8.86,4.18,1.87,14.96,73.5,78.25,57.89,39.6025,4.286,82.0,69.2,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00101,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.84,yes,11,11,11.0,19.0,57.89,692.23,36.43,62.93,62.93,39.7,27.84,9.87,9.41,3.95,1.4,11.2,73.5,62.93,57.89,36.735,4.288,78.4,64.64,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00102,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.84,yes,11,11,11.0,19.0,57.89,767.36,40.39,69.76,69.76,48.21,19.55,10.94,10.22,4.64,3.28,26.24,73.5,69.76,57.89,41.045,5.114,84.7,67.65,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00103,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.84,yes,11,11,11.0,19.0,57.89,827.86,43.57,75.26,75.26,40.67,23.69,17.26,12.92,4.94,3.9,31.2,73.5,75.26,57.89,36.425000000000004,6.138,96.4,69.56,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00104,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.84,yes,11,11,11.0,19.0,57.89,980.32,51.6,89.12,89.12,52.15,14.24,15.54,9.47,4.76,2.72,21.76,73.5,89.12,57.89,42.6725,4.813000000000001,89.2,73.13,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00105,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.84,yes,6,6,7.5,15.5,48.39,541.62,34.94,72.22,90.27,47.9,20.37,10.31,9.85,3.61,3.44,27.52,56.0,72.22,48.39,41.0175,4.725999999999999,91.0,63.47,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,6,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00106,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.84,yes,11,11,11.0,19.0,57.89,649.33,34.18,59.03,59.03,44.71,19.4,9.62,10.77,4.91,2.32,18.56,73.5,59.03,57.89,38.3825,5.167999999999999,51.4,60.65,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00107,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.84,yes,11,11,8.25,16.25,50.77,375.76,23.12,45.55,34.16,43.76,20.7,16.88,11.21,3.74,3.7,29.6,73.5,45.55,50.77,37.995,5.2250000000000005,26.200000000000003,53.05,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00108,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.84,yes,11,11,8.25,16.25,50.77,567.71,34.94,68.81,51.61,42.97,14.23,15.53,9.67,5.16,2.88,23.04,73.5,68.81,50.77,35.785,5.0249999999999995,96.4,66.71,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00109,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.84,yes,11,11,11.0,19.0,57.89,698.39,36.76,63.49,63.49,41.11,16.99,8.98,11.33,5.07,3.37,26.96,73.5,63.49,57.89,35.08,5.594,90.1,65.81,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00110,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-19,2026-01-25,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.84,yes,11,11,11.0,19.0,57.89,905.96,47.68,82.36,82.36,52.71,17.47,15.86,9.33,4.42,3.29,26.32,73.5,82.36,57.89,43.9,4.783,82.0,70.84,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,11,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00111,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.95,no,12,12,12.0,20.0,60.0,722.76,36.14,60.23,60.23,51.76,14.4,8.75,10.39,2.65,2.19,17.52,77.0,60.23,60.0,42.42,4.35,78.4,66.04,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00112,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.95,no,12,12,12.0,20.0,60.0,829.8,41.49,69.15,69.15,47.68,16.03,10.15,9.88,3.68,3.08,24.64,77.0,69.15,60.0,39.7675,4.683999999999999,84.7,68.49,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00113,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.95,no,12,12,12.0,20.0,60.0,887.52,44.38,73.96,73.96,46.39,27.16,7.84,10.63,3.57,2.2,17.6,77.0,73.96,60.0,41.5825,4.7,96.4,71.34,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00114,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.95,no,12,12,12.0,20.0,60.0,1115.16,55.76,92.93,92.93,52.95,26.91,12.78,9.02,3.62,1.05,8.4,77.0,92.93,60.0,46.440000000000005,4.002,89.2,75.86,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00115,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.95,no,7,7,8.75,16.75,52.24,664.79,39.69,75.98,94.97,47.06,21.71,11.09,10.69,3.81,1.46,11.68,59.5,75.98,52.24,40.722500000000004,4.6419999999999995,91.0,65.79,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,7,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00116,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.95,no,12,12,12.0,20.0,60.0,698.52,34.93,58.21,58.21,40.81,27.76,16.07,10.74,4.25,2.35,18.8,77.0,58.21,60.0,37.5475,4.967,51.4,61.49,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00117,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.95,no,12,12,9.0,17.0,52.94,384.48,22.62,42.72,32.04,47.4,18.38,6.66,10.68,4.14,2.56,20.48,77.0,42.72,52.94,40.144999999999996,4.958,26.200000000000003,53.89,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00118,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,0.95,no,12,12,9.0,17.0,52.94,601.2,35.36,66.8,50.1,44.31,20.6,17.04,10.21,2.41,2.0,16.0,77.0,66.8,52.94,38.3825,4.186,96.4,67.88,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00119,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,0.95,no,12,12,12.0,20.0,60.0,740.88,37.04,61.74,61.74,42.59,19.24,7.69,8.39,3.88,2.36,18.88,77.0,61.74,60.0,36.752500000000005,4.1530000000000005,90.1,66.92,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00120,MLT_OUTLET_002,Sliema,Malta,weekly,2026-01-26,2026-02-01,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,0.95,no,12,12,12.0,20.0,60.0,932.52,46.63,77.71,77.71,44.8,21.29,13.59,8.99,3.24,3.74,29.92,77.0,77.71,60.0,38.92249999999999,4.417,82.0,70.1,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,12,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00121,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,1.02,no,13,13,13.0,21.0,61.9,774.8,36.9,59.6,59.6,41.66,18.63,7.02,8.25,2.2,3.88,31.04,80.5,59.6,61.9,35.902499999999996,3.9110000000000005,78.4,66.0,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00122,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,1.02,no,13,13,13.0,21.0,61.9,923.65,43.98,71.05,71.05,51.28,15.36,16.78,7.61,3.03,1.2,9.6,80.5,71.05,61.9,42.3,3.4319999999999995,84.7,70.56,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00123,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,1.02,no,13,13,13.0,21.0,61.9,963.82,45.9,74.14,74.14,48.32,13.05,15.31,6.36,1.91,2.42,19.36,80.5,74.14,61.9,39.502500000000005,2.965,96.4,72.3,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00124,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,1.02,no,13,13,13.0,21.0,61.9,1191.84,56.75,91.68,91.68,48.24,14.48,8.18,7.7,2.72,2.2,17.6,80.5,91.68,61.9,39.8,3.5660000000000003,89.2,75.64,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00125,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,1.02,no,8,8,10.0,18.0,55.56,772.32,42.91,77.23,96.54,48.64,18.54,6.3,9.38,2.59,1.81,14.48,63.0,77.23,55.56,41.115,3.9530000000000003,91.0,67.58,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,8,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00126,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,1.02,no,13,13,13.0,21.0,61.9,713.05,33.95,54.85,54.85,42.84,15.7,14.06,8.46,3.16,1.08,8.64,80.5,54.85,61.9,36.055,3.7020000000000004,51.4,61.66,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00127,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,1.02,no,13,13,9.75,17.75,54.93,411.97,23.21,42.25,31.69,48.68,15.81,7.19,6.02,3.44,1.54,12.32,80.5,42.25,54.93,40.4625,3.146,26.200000000000003,55.1,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00128,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,scrub,standard,45,scrub|standard|45,premium_core,52.0,50.0,50.0,in_line_with_market_median,launch,1.02,no,13,13,9.75,17.75,54.93,645.06,36.34,66.16,49.62,44.59,22.69,8.46,8.49,3.55,3.49,27.92,80.5,66.16,54.93,39.115,4.3100000000000005,96.4,68.96,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00129,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,swedish,standard,60,swedish|standard|60,premium_core,64.0,69.5,69.5,in_line_with_market_median,launch,1.02,no,13,13,13.0,21.0,61.9,798.2,38.01,61.4,61.4,42.61,12.42,8.18,9.19,1.87,1.26,10.08,80.5,61.4,61.9,35.0625,3.5699999999999994,90.1,67.72,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00130,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-02,2026-02-08,12,wrap,standard,60,wrap|standard|60,premium_core,82.0,72.0,72.0,exact_only_locked,review_before_launch,1.02,no,13,13,13.0,21.0,61.9,1053.52,50.17,81.04,81.04,44.75,16.15,10.56,7.29,3.63,3.45,27.6,80.5,81.04,61.9,37.6,3.9659999999999997,82.0,71.84,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00131,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,aromatherapy,standard,60,aromatherapy|standard|60,premium_core,64.0,76.0,76.0,below_market_median,launch_with_upside_room,0.97,no,13,13,13.0,21.0,61.9,822.9,39.19,63.3,63.3,48.12,18.98,9.53,7.67,3.49,2.23,17.84,80.5,63.3,61.9,40.834999999999994,3.794,78.4,67.68,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00132,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,body_treatment,standard,60,body_treatment|standard|60,premium_core,69.0,77.5,77.5,below_market_median,launch,0.97,no,13,13,13.0,21.0,61.9,919.23,43.77,70.71,70.71,47.08,26.31,15.6,9.65,2.52,3.61,28.88,80.5,70.71,61.9,41.8875,4.372999999999999,84.7,70.34,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00133,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,deep_tissue,standard,60,deep_tissue|standard|60,premium_core,78.0,80.0,80.0,in_line_with_market_median,launch,0.97,no,13,13,13.0,21.0,61.9,986.18,46.96,75.86,75.86,49.42,16.13,7.67,6.69,2.78,2.62,20.96,80.5,75.86,61.9,41.0975,3.365,96.4,72.93,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00134,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,facial,basic,60,facial|basic|60,premium_core,94.0,100.0,100.0,in_line_with_market_median,launch,0.97,no,13,13,13.0,21.0,61.9,1238.51,58.98,95.27,95.27,43.64,12.29,16.97,10.54,3.29,1.52,12.16,80.5,95.27,61.9,35.8025,4.452999999999999,89.2,75.79,healthy,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00135,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,hot_stone,standard,75,hot_stone|standard|75,premium_core,95.0,90.0,90.0,in_line_with_market_median,launch,0.97,no,7,7,8.75,16.75,52.24,626.29,37.39,71.58,89.47,48.26,25.28,8.48,8.91,2.79,2.66,21.28,59.5,71.58,52.24,42.515,4.042,91.0,65.07,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,low,7,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00136,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,massage,standard,60,massage|standard|60,accessible_premium,58.0,85.0,85.0,below_market_median,launch_with_upside_room,0.97,no,13,13,13.0,21.0,61.9,702.0,33.43,54.0,54.0,48.84,21.61,13.98,7.15,4.04,3.62,28.96,80.5,54.0,61.9,42.0325,4.081,51.4,62.38,watchlist,commercial_performance,operating_signal,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
THS_00137,MLT_OUTLET_002,Sliema,Malta,weekly,2026-02-09,2026-02-15,12,reflexology,standard,45,reflexology|standard|45,traffic_builder,34.0,75.0,75.0,below_market_median,launch_as_entry_price,0.97,no,13,13,9.75,17.75,54.93,418.86,23.6,42.96,32.22,46.54,12.75,8.0,10.26,3.08,2.15,17.2,80.5,42.96,54.93,38.0925,4.4319999999999995,26.200000000000003,54.79,watchlist,commercial_performance,market_misalignment,risk_normal,maintain and monitor,medium,13,standard,partial,scaffold_with_reference_join,pending_qa,initial scaffold build; formula weights are provisional,scaffold_generated
